energy,tempo,danceability,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_id,track_name,instrumentalness,mode,key,duration_ms,acousticness,type,genre,plot
0.406,115.94,0.53,-7.507,0.133,0.338,Gracie Abrams,3,0.033,90,spotify:track:51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",0.0,1,10,157147,0.656,music,"pop,global","""I Love You, I'm Sorry""는 부드럽고 감성적인 분위기를 지닌 곡입니다. 에너지는 중간 정도로, 듣는 이에게 편안함을 주며, 약간의 우울함이 느껴지는 발라드적인 요소가 있습니다. 잔잔한 멜로디와 함께 따뜻한 어쿠스틱 사운드가 어우러져, 감정적으로 깊이 있는 경험을 선사합니다."
0.417,67.528,0.464,-9.345,0.0974,0.479,Arctic Monkeys,4,0.0256,90,spotify:track:5XeFesFbtLpXzIVDNQP22n,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,0.022,0,0,183956,0.136,music,"pop,global","""I Wanna Be Yours""는 부드럽고 몽환적인 분위기를 자아내는 곡입니다. 낮은 템포와 단조의 조화가 감정적으로 깊이 있는 느낌을 주며, 에너지는 적당히 유지되어 차분한 감성을 전달합니다. 전체적으로는 약간의 우울함과 함께 애틋한 감정이 느껴지는 곡으로, 듣는 이에게 잔잔한 여운을 남깁니다."
0.471,105.029,0.472,-5.692,0.14,0.219,Benson Boone,3,0.0603,89,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,0.0,1,10,180304,0.151,music,"pop,global","""Beautiful Things""는 부드럽고 감성적인 멜로디가 돋보이는 곡입니다. 에너지는 중간 정도로, 듣는 이에게 편안함을 주면서도 약간의 우울한 느낌을 전달합니다. 느린 템포와 낮은 발랄함이 어우러져, 깊은 감정을 자아내는 동시에 여유로운 분위기를 만들어냅니다."
0.725,116.988,0.894,-4.984,0.0815,0.838,JENNIE,4,0.0432,89,spotify:track:2CspwnypzT7rcWI9RfsoSb,2CspwnypzT7rcWI9RfsoSb,Mantra,1.15e-05,0,10,136627,0.00434,music,"pop,mainstream","""Mantra""는 강렬한 에너지를 지닌 곡으로, 경쾌한 비트와 함께 댄스하기 좋은 분위기를 자아냅니다. 밝고 긍정적인 감정을 전달하는 요소가 두드러지지만, 단조의 특성 덕분에 약간의 신비로움과 깊이를 느낄 수 있습니다. 전체적으로 세련되고 현대적인 사운드가 돋보이며, 청중을 매료시키는 매력이 넘치는 트랙입니다."
0.681,155.079,0.56,-6.304,0.106,0.388,"Omar Courtz, De La Rose",4,0.244,89,spotify:track:0Sr7ssScx54yxdM2ols7nW,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,0.0,0,6,223320,0.103,music,"pop,mainstream","이 곡은 중간 정도의 경쾌함과 약간의 우울한 감정을 동시에 지닌 분위기를 가지고 있습니다. 빠른 템포와 적당한 에너지가 조화를 이루며, 댄스하기 좋은 리듬을 제공합니다. 그러나 단조의 음색이 감정적으로 깊이 있는 느낌을 주어, 듣는 이로 하여금 복잡한 감정을 느끼게 합니다."
0.454,159.982,0.689,-7.643,0.0707,0.912,Djo,4,0.0584,89,spotify:track:3qhlB30KknSejmIvZZLjOD,3qhlB30KknSejmIvZZLjOD,End of Beginning,0.00259,1,2,159246,0.0351,music,"pop,mainstream","""End of Beginning""은 경쾌하고 밝은 분위기를 지닌 곡입니다. 에너지가 중간 정도로 유지되면서도, 높은 발란스 덕분에 듣는 이에게 긍정적인 감정을 불러일으킵니다. 빠른 템포와 적당한 댄스 가능성으로 인해 리드미컬한 느낌을 주며, 경쾌하게 움직이고 싶어지는 매력이 있습니다."
0.872,184.115,0.466,-3.344,0.121,0.806,Linkin Park,4,0.0336,89,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,0.0,1,7,190428,0.0156,music,"pop,mainstream","""The Emptiness Machine""은 강렬한 에너지를 지닌 곡으로, 빠른 템포와 함께 활기찬 분위기를 자아냅니다. 밝은 장조로 구성되어 있어 희망적인 느낌을 주지만, 댄스 가능성이 낮아 깊은 감정이 담긴 사운드를 전달합니다. 전체적으로 강한 비트와 함께 다소 어두운 주제를 내포하고 있는 듯한 복합적인 매력을 지닌 곡입니다."
0.52,120.001,0.672,-7.747,0.115,0.37,One Direction,4,0.0353,89,spotify:track:5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,Night Changes,0.0,1,8,226600,0.859,music,"pop,soft","""Night Changes""는 부드러운 멜로디와 따뜻한 감성을 지닌 곡으로, 잔잔하면서도 감정적인 분위기를 자아냅니다. 에너지는 중간 정도로, 편안하게 감상할 수 있는 리듬을 가지고 있으며, 다소 우울한 느낌의 발라드적 요소가 느껴집니다. 아크루스틱한 사운드가 강조되어 있어, 듣는 이에게 아늑하고 친밀한 경험을 선사합니다."
0.698,143.994,0.726,-4.165,0.309,0.867,Bruno Mars,4,0.0431,89,spotify:track:3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,0.0,1,5,233478,0.049,music,"pop,throwback","이 곡은 경쾌하고 활기찬 분위기를 자아냅니다. 에너지가 높고, 밝은 장조로 구성되어 있어 듣는 이에게 긍정적인 감정을 불러일으킵니다. 빠른 템포와 뛰어난 댄스 가능성 덕분에, 이 곡은 파티나 즐거운 순간에 잘 어울리는 음악입니다."
0.661,173.372,0.429,-7.227,0.234,0.285,Coldplay,4,0.0281,89,spotify:track:3AJwUDP919kvQ9QcozQPxg,3AJwUDP919kvQ9QcozQPxg,Yellow,0.000121,1,11,266773,0.00239,music,"pop,soft","""Yellow""는 따뜻한 감정을 담고 있는 곡으로, 에너지가 적당히 높아 듣는 이에게 활력을 줍니다. 그러나 발랄함보다는 서정적인 분위기가 강해, 약간의 우울함이 느껴지는 멜로디가 특징입니다. 빠른 템포와 함께 부드러운 사운드가 어우러져, 감정의 깊이를 더하며 듣는 이에게 잔잔한 여운을 남깁니다."
0.604,159.92,0.561,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,spotify:track:17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,1.9e-05,1,9,210689,0.199,music,"pop,mainstream","""Lose Control""은 에너지가 적당히 넘치면서도 다소 우울한 감정을 담고 있는 곡입니다. 빠른 템포와 함께 경쾌한 비트가 느껴지지만, 낮은 발랄함과 함께 약간의 쓸쓸함이 묻어나는 분위기를 자아냅니다. 전체적으로는 감정의 기복을 표현하며, 듣는 이로 하여금 깊은 생각에 잠기게 만드는 매력이 있습니다."
0.689,120.208,0.724,-7.174,0.0922,0.936,Tito Double P,3,0.0524,89,spotify:track:6X6m4xmdFcz31p1h7Qg68c,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,6.77e-06,0,7,146141,0.573,music,"latin,modern","""EL LOKERON""은 중간 템포의 리드미컬한 곡으로, 경쾌한 비트와 함께 에너지가 넘치는 분위기를 자아냅니다. 높은 발란스 수치 덕분에 듣는 이에게 긍정적인 감정을 불러일으키며, 댄스하기 좋은 요소가 가득합니다. 다소 어두운 단조의 멜로디가 매력적으로 어우러져, 감정의 깊이를 더하며 독특한 매력을 발산합니다."
0.64,84.828,0.264,-6.221,0.151,0.19,"The Weeknd, JENNIE, Lily-Rose Depp",4,0.0442,89,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",2.31e-06,1,8,244685,0.0393,music,"pop,global","""One Of The Girls""는 중간 정도의 에너지를 지닌 곡으로, 차분하면서도 약간의 긴장감을 느낄 수 있습니다. 낮은 발랄함과 댄스 가능성 덕분에 리드미컬한 움직임보다는 감정적인 몰입을 유도하는 분위기를 자아냅니다. 전체적으로 부드러운 멜로디와 함께 약간의 우울함이 느껴지는 곡으로, 듣는 이에게 깊은 여운을 남깁니다."
0.308,113.95,0.504,-14.958,0.158,0.121,Mitski,4,0.0321,88,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,0.135,1,9,137773,0.868,music,"ambient,academic","""My Love Mine All Mine""은 부드럽고 감성적인 분위기를 자아내는 곡입니다. 낮은 에너지와 우울한 발라드 느낌의 발라드로, 잔잔한 멜로디가 마음을 차분하게 감싸줍니다. 높은 어쿠스틱 성향 덕분에 자연스럽고 따뜻한 소리가 느껴지며, 전체적으로 몽환적인 감정이 흐르는 곡입니다."
0.757,139.982,0.742,-4.981,0.305,0.957,Chappell Roan,4,0.0421,88,spotify:track:4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,0.0,1,6,184841,0.0187,music,"pop,mainstream","""HOT TO GO!""는 경쾌하고 활기찬 분위기를 자아내는 곡입니다. 높은 에너지와 밝은 발란스 덕분에 듣는 이로 하여금 기분이 좋아지고, 함께 춤추고 싶어지는 느낌을 줍니다. 빠른 템포와 경쾌한 비트가 어우러져, 파티나 즐거운 순간에 잘 어울리는 팝 사운드를 만들어냅니다."
0.586,107.071,0.669,-6.073,0.104,0.579,Sabrina Carpenter,4,0.054,88,spotify:track:5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,0.0,1,9,186365,0.274,music,"pop,mainstream","""Please Please Please""는 경쾌한 비트와 함께 긍정적인 에너지를 발산하는 곡입니다. 중간 템포의 리듬이 감정적으로 부드럽고, 듣는 이로 하여금 자연스럽게 몸을 흔들게 만드는 댄스 가능성을 지니고 있습니다. 전체적으로 밝고 희망적인 분위기를 유지하며, 청량한 멜로디가 매력적으로 다가옵니다."
0.482,100.029,0.69,-6.335,0.0728,0.356,Fuerza Regida,4,0.2,88,spotify:track:5AH31dDNgxCMGDdxubNNn4,5AH31dDNgxCMGDdxubNNn4,NEL,0.0004,0,7,149074,0.523,music,"latin,modern","곡 ""NEL""은 중간 정도의 에너지를 지닌 곡으로, 약간의 우울함이 느껴지는 단조의 분위기를 가지고 있습니다. 리드미컬한 비트와 적당한 댄스 가능성 덕분에 듣는 이로 하여금 자연스럽게 몸을 움직이게 만들지만, 전체적으로는 감정적으로 깊이 있는 느낌을 줍니다. 중간 템포와 적당한 음량이 조화를 이루어, 편안하면서도 감성적인 분위기를 연출합니다."
0.812,80.09,0.505,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,spotify:track:3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",0.0,1,1,255916,0.285,music,"pop,global","이 곡은 활기찬 에너지를 지니고 있으며, 경쾌한 비트와 함께 긍정적인 분위기를 자아냅니다. 중간 정도의 댄스 가능성을 가진 이 곡은 느긋한 템포 속에서도 사람들을 끌어당기는 매력이 있습니다. 전체적으로 밝고 경쾌한 장조의 멜로디가 돋보이며, 듣는 이에게 즐거운 기분을 선사합니다."
0.472,101.061,0.898,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,0.0,1,1,274192,0.0107,music,"hip-hop,modern","""Not Like Us""는 중간 정도의 에너지를 지닌 곡으로, 경쾌한 비트와 높은 댄스 가능성 덕분에 리드미컬한 분위기를 자아냅니다. 그러나 낮은 발란스 수치로 인해 전체적으로는 다소 어두운 감정을 느낄 수 있으며, 이는 곡의 메시지와 분위기에 깊이를 더합니다. 장조로 구성되어 있지만, 강렬한 비트와 함께 독특한 매력을 발산하는 현대적인 힙합 트랙입니다."
0.513,109.935,0.745,-9.116,0.216,0.929,"Tito Double P, Peso Pluma",3,0.087,88,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,0.0,1,1,154620,0.783,music,"pop,global","""DOS DÍAS""는 경쾌하고 밝은 분위기를 자아내는 곡입니다. 중간 정도의 에너지를 가지고 있지만, 높은 발란스와 댄스 가능성 덕분에 듣는 이로 하여금 자연스럽게 몸을 흔들게 만듭니다. 부드러운 어쿠스틱 사운드와 함께 장조의 조화로운 멜로디가 더해져, 기분 좋은 감정을 선사하는 매력적인 트랙입니다."
0.56,134.066,0.853,-4.961,0.0944,0.86,Bruno Mars,4,0.0406,88,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,0.0,1,1,206693,0.013,music,"pop,global","""That's What I Like""는 경쾌하고 즐거운 분위기를 자아내는 곡입니다. 에너지가 중간 정도로 유지되면서도, 높은 발랄함과 댄스 가능성 덕분에 듣는 이로 하여금 자연스럽게 몸을 흔들게 만듭니다. 장조의 밝은 멜로디와 함께, 약간의 강한 사운드가 더해져 활기찬 느낌을 더욱 강조합니다."
0.601,123.994,0.635,-6.129,0.11,0.332,Myles Smith,4,0.0295,88,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,0.0,0,1,172533,0.246,music,"gaming,modern","""Stargazing""은 중간 정도의 에너지를 지닌 곡으로, 약간 우울한 감정을 불러일으키는 단조의 분위기를 가지고 있습니다. 123 BPM의 템포는 리드미컬하면서도 차분한 느낌을 주어, 게임의 배경음악으로 적합한 몰입감을 제공합니다. 다소 낮은 발랄함과 함께, 감성적인 요소가 가미되어 있어 듣는 이로 하여금 깊은 생각에 잠기게 만드는 매력이 있습니다."
0.757,142.579,0.482,-4.586,0.143,0.12,The Kid LAROI,4,0.0355,88,spotify:track:1XBYiRV30ykHw5f4wm6qEn,1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,0.0016,1,6,86984,0.0137,music,"pop,global","""NIGHTS LIKE THIS""는 강렬한 에너지를 지닌 곡으로, 빠른 템포와 함께 다소 어두운 감정을 전달합니다. 밝은 장조임에도 불구하고 낮은 발랄함과 우울한 분위기가 어우러져, 듣는 이에게 복잡한 감정을 불러일으킵니다. 댄스하기에는 적당한 리듬을 가지고 있지만, 전체적으로는 깊은 생각에 잠기게 만드는 매력이 있습니다."
0.864,105.143,0.556,-5.87,0.209,0.4,Linkin Park,4,0.0584,88,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,In the End,0.0,0,3,216880,0.00958,music,"pop,global","""In the End""는 강렬한 에너지를 지닌 곡으로, 다소 어두운 감정을 전달합니다. 비트는 중간 속도로 진행되며, 댄스하기에는 적당하지만, 전체적으로는 우울한 분위기를 자아냅니다. 낮은 발란스와 단조의 조화가 곡의 긴장감을 더욱 부각시키며, 듣는 이에게 깊은 여운을 남기는 느낌을 줍니다."
0.882,148.038,0.569,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",4,0.06,88,spotify:track:42VsgItocQwOQC3XWZ8JNA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),0.0,0,3,191701,0.0316,music,"arabic,modern","이 곡은 강렬한 에너지를 바탕으로 어두운 분위기를 자아냅니다. 빠른 템포와 함께 낮은 발랄함이 결합되어, 긴장감 넘치는 리듬을 만들어냅니다. 전체적으로 음색이 차갑고 신비로운 느낌을 주며, 현대적인 아랍 음악의 요소가 잘 녹아들어 있습니다."
0.776,103.963,0.699,-5.282,0.205,0.708,Sabrina Carpenter,4,0.0293,88,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,2HRqTpkrJO5ggZyyK6NPWz,Espresso,5.36e-06,1,0,175459,0.131,music,"pop,global","""Espresso""는 경쾌하고 활기찬 분위기를 자아내는 곡입니다. 에너지가 높고, 밝은 장조로 구성되어 있어 듣는 이에게 긍정적인 감정을 불러일으킵니다. 중간 템포와 적당한 댄스 가능성 덕분에 리듬에 맞춰 자연스럽게 몸을 움직이고 싶어지는 느낌을 줍니다."
0.369,174.097,0.448,-9.514,0.638,0.0998,Lord Huron,3,0.0452,88,spotify:track:3hRV0jL3vUpRrcy398teAU,3hRV0jL3vUpRrcy398teAU,The Night We Met,0.272,1,9,208212,0.968,music,"pop,global","""The Night We Met""는 부드럽고 서정적인 분위기를 지니고 있습니다. 낮은 에너지와 우울한 발란스가 어우러져, 감정적으로 깊이 있는 느낌을 주며, 잔잔한 멜로디가 마음을 차분하게 감싸줍니다. 높은 어쿠스틱 성향 덕분에 자연의 소리와 같은 따뜻함이 느껴지며, 전체적으로 몽환적인 분위기를 자아냅니다."
0.561,150.069,0.669,-6.538,0.0954,0.841,Addison Rae,4,0.0411,88,spotify:track:6MzofobZt2dm0Kf1hTThFz,6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,0.00962,1,10,169698,0.495,music,"pop,mainstream","""Diet Pepsi""는 경쾌하고 활기찬 분위기를 자아내는 곡입니다. 중간 정도의 에너지를 바탕으로, 밝고 긍정적인 감정이 느껴지며, 댄스하기 좋은 리듬이 돋보입니다. 150 BPM의 빠른 템포와 함께, 듣는 이로 하여금 기분이 좋아지는 느낌을 주는 매력적인 팝 사운드가 특징입니다."
